POLYGON ((-72.9223067 40.9473433,-72.9420705 40.7718506,-74.805399900000012 39.8664115,-75.4668187 39.5714116,-75.5478455 39.8749072,-75.5168986 40.1339686,-74.1629891 41.4324082,-74.019663 41.5130198,-73.240131 41.151593))
POLYGON ((87.1206473 21.5267256,86.6611083 21.3468696,86.9246005 21.4869337,86.9936336 21.5077686))
POLYGON ((77.484214 28.620072,77.316844 28.346371,77.0659348 28.4141538,77.0563632 28.420151,77.0400884 28.4457783,76.9714641 28.5968675,77.051978 28.765906,77.268614 28.769326,77.449202 28.691962,77.4702618 28.6593235))
POLYGON ((95.0312498 27.0280144,94.890661599999987 27.1532398,94.769158599999983 27.608731,95.362551599999989 27.6690334,95.8644018 27.6692115,95.8738267 27.6647256,95.6085359 27.3943554))
POLYGON ((80.6326916 28.16514,80.7824012 27.9490794,80.4715866 28.0786366))
POLYGON ((73.610893 25.735571,73.3234478 25.7710893,73.5594128 25.7543479))
POLYGON ((-98.2825864 29.601205,-98.34803 29.2724176,-98.6952227 29.4774994,-98.693901 29.517428,-98.487316 29.565124))
POLYGON ((73.0243094 26.2389469,72.955164900000014 26.2272104,72.966490900000011 26.2636796,72.975741 26.2715849,73.05685 26.305945,73.149226 26.3394859))
POLYGON ((75.8490354 26.8327137,75.7469891 26.8390003,75.7391282 26.893726,75.7400563 26.9159729,75.7446377 26.9605976,75.7842191 26.9934676,75.8277859 26.9147943))
POLYGON ((77.5017123 13.0578062,77.6226223 13.1914401,77.6940519 12.934958,77.6545073 12.8516155,77.5632224 12.8619864))
POLYGON ((72.3693252 23.5879607,71.4210308 23.6702145,71.6139348 23.8286354,71.8245196 23.9719332,71.941848400000012 24.0402398,72.615116900000018 23.8044215))
POLYGON ((-110.966933 32.1261338,-110.880410700000013 32.2532371,-110.8259301 32.2261753))
POLYGON ((-82.7468205 27.7342134,-82.7867891 27.8605793,-82.5245718 28.0198847,-82.42522 28.0663381,-82.4156193 28.0674538,-82.4144277 28.0608305,-82.4831648 27.9411966,-82.6399111 27.7714706))
POLYGON ((11.9364947 57.881741,11.9909088 57.6887656,11.9140886 57.7008649))
POLYGON ((-122.5205179 47.6241557,-122.262811700000015 47.9432409,-122.206636 47.940514,-122.042471099999986 47.5547719,-122.298516 47.1575034,-122.5101024 47.1898246))
POLYGON ((76.7591 30.372384,76.5733862 30.933662,76.939415 30.8372015,76.7766974 30.3781788))
POLYGON ((90.4997973 23.6226398,90.1196695 23.6181867,90.267422599999989 24.0269372,90.4125181 24.0958171))
POLYGON ((-89.3499345 43.1240448,-89.5692318 42.9962377,-89.7488513 43.0058535))
POLYGON ((74.87347290000001 31.632655,74.4672069 31.4668561,74.335835 31.4962378,74.299721099999985 31.5147296,74.3217758 31.5330081,74.7073692 31.833246,74.8580233 31.9335856))
POLYGON ((-116.9364808 32.5437979,-117.0414652 32.5436943,-117.167527 32.718114,-117.261098500000017 32.991672,-117.290465400000016 33.1856128,-116.9679368 32.8136849))
POLYGON ((-122.9161649 45.5479276,-122.5950942 45.5897694,-122.5545503 45.4754199,-122.639986 45.384837,-122.7904952 45.4588689,-122.902257 45.529463))
POLYGON ((91.8611011 24.904539,92.5703984 24.9685912,92.8004605 24.8238266,92.8577105 24.7821253,92.5792482 24.4548506,91.955986200000012 24.7005809))
POLYGON ((-105.281583 40.017866,-105.105065400000015 40.5756089,-105.033805 40.523721,-104.8303679 39.6889152,-104.8809893 39.5652017,-104.9952261 39.5572609,-105.2210997 39.755543))
POLYGON ((78.039514900000015 30.4950551,78.2845414 30.1161403,78.201525799999985 29.9930952,78.134385099999989 29.90897,78.026594 30.324907))
POLYGON ((-82.0715176 26.4374806,-82.158736 27.0504515,-81.5925427 26.6538095))
POLYGON ((-81.795105299999989 26.1324328,-81.7733949 26.225692,-81.6891 26.148837))
POLYGON ((-75.6012002 41.3405944,-75.9652755 41.1230092,-75.9114753 41.2071007,-75.8831814 41.2455795))
POLYGON ((69.652893 23.2536905,69.901433 23.1872223,69.6669324 23.2419997))
POLYGON ((76.9512869 8.5228729,76.955243 8.489235,76.9494812 8.4953581,76.948462400000011 8.4973018,76.9210312 8.5665135))
POLYGON ((-80.1375118 26.9357627,-80.056197 26.7072494,-80.0720718 26.4522102,-80.1135525 26.1002312,-80.1917902 25.7616798,-80.33922170000001 25.6321213,-80.4203727 25.723259))
POLYGON ((82.97783840000001 25.3345451,83.1198203 25.2814947,83.00141 25.2898983,82.973914400000012 25.3176452))
POLYGON ((-86.4578656 39.6847566,-86.163773099999986 40.4887579,-86.0139182 40.0454296,-86.1569786 39.7818554))
POLYGON ((87.3810727 22.4080376,87.29788520000001 22.4319869,87.3214908 22.4308892))
POLYGON ((-76.0836965 43.129064,-76.1290489 43.0417833,-76.2177046 43.106456))
POLYGON ((-123.122150600000012 49.2832209,-123.072911 49.2483531,-123.1696233 49.263948,-123.177366099999986 49.2686885))
POLYGON ((144.956639 -37.664867,145.1486351 -37.922474,145.041273 -37.904238,144.915195 -37.771363))
POLYGON ((-95.8100502 29.7948266,-95.573083700000012 30.1746868,-95.195666 29.997313,-95.1082567 29.6369974,-95.139063 29.543173,-95.5879852 29.6251192))
POLYGON ((75.5174793 29.1329404,75.6702647 29.4438165,75.7552493 29.1332349))
POLYGON ((79.430438099999989 28.3670355,79.4722174 28.0656752,79.3500759 28.289965))
POLYGON ((85.2799354 23.6101808,85.56121 23.6523678,85.343052 23.372083,85.309562 23.3440997,85.2994609 23.3525199))
POLYGON ((136.9738845 35.248386,136.921183 35.1680487,136.885758400000014 35.1746716))
POLYGON ((-72.8644824 41.3885199,-72.7253914 41.8165292,-72.675989 41.76556,-72.6532373 41.5528943))
POLYGON ((151.0927739 -33.9445562,151.005736899999988 -33.7308524,151.212472 -33.862547,151.2004942 -33.8832376))
POLYGON ((76.0408375 10.5932002,76.4867595 10.5943756,76.3472262 9.9492921,76.3180253 9.9104456,76.2673041 9.9312328))
POLYGON ((81.872819 25.399442,81.846311 25.4358011,81.8292673 25.5514961,81.8702405 25.4391094))
POLYGON ((-90.012579 29.973474,-90.0772944 29.9035387,-90.1244315 29.9052956,-90.296467400000012 29.9521491,-90.2562942 29.9865057,-90.223742 30.0046639))
POLYGON ((77.0176057 11.0246916,76.98523990000001 10.87318,76.951102 11.006667,76.97265920000001 11.0178763))
POLYGON ((-94.363700900000012 38.9124443,-94.6648145 38.9265752,-94.5785667 39.0997265,-94.479882 39.2919689,-94.3963367 39.0352889))
POLYGON ((91.9881527 23.9408482,91.7314903 24.3095344,91.8330525 24.1968764,92.0034385 23.9483903))
POLYGON ((-89.9616325 38.5685023,-90.3818982 38.2922352,-90.5793202 38.6477691,-90.6242945 38.7955358,-90.56453 38.796768))
POLYGON ((-76.067741400000017 36.8278027,-76.240784 36.7913142,-76.3493464 36.8050364,-76.726054 37.2951349,-76.380879900000011 37.0862472))
POLYGON ((174.8759602 -36.9897636,174.74463590000002 -36.8516259,174.759461300000027 -36.8664787))
POLYGON ((-0.1280777 51.2390108,-0.4868605 51.5682707,-0.208642 51.9132708,-0.0729787 51.7990548,0.039867 51.550478,0.0681092 51.4236076))
POLYGON ((-123.2526676 44.6032279,-123.2780068 44.5621137,-123.2835749 44.5671643))
POLYGON ((-71.4597067 42.75844,-71.213738 42.732356,-70.9709234 42.4582404,-70.883795599999985 42.2085023,-70.969052 42.073517,-71.449809 41.457438,-71.485702 41.572964,-71.5567066 42.3451481))
POLYGON ((85.980011 22.8961999,86.02965 22.9694936,86.202875400000011 22.8045665,86.1965531 22.8017183,86.0121573 22.8561261))
POLYGON ((2.441782 48.629828,2.277422 48.7055738,2.3195416 48.8766161,2.3614843 48.9488258,2.5835212 48.961006,2.6118207 48.8422713))
POLYGON ((-112.992425 37.1938377,-113.5150386 37.1317878,-113.289948400000014 37.1752607))
POLYGON ((-73.7952872 45.4720145,-73.578533 45.587195,-73.570710099999985 45.5013126,-73.5746913 45.4999827))
POLYGON ((76.2261852 31.9304954,76.3241683 32.2324923,76.5502682 32.3307407,76.4779977 32.1085367))
POLYGON ((86.777778 23.850278,87.1162115 23.6089017,86.4779745 23.6514438,86.1749573 23.6804356,86.441121700000011 23.8142003))
POLYGON ((91.8123324 22.3475365,92.0169982 22.1585236,91.8016867 22.3134854))
POLYGON ((77.579416900000012 23.007662,77.3374297 23.270427,77.473052 23.267058))
POLYGON ((-121.9416226 36.5841937,-121.802173 36.6844029,-121.7972783 36.6524329))
POLYGON ((75.8720146 22.7622797,75.9452354 22.6252608,75.831416 22.6943592,75.7872176 22.7268757))
POLYGON ((-115.277823 36.1344167,-115.191923799999984 36.2420316,-115.0483133 36.0574309,-115.049697400000014 36.0550968,-115.1104703 36.0054424,-115.236526 36.061148))
POLYGON ((-80.83371 35.20129,-80.84512 35.090174,-80.949844 35.155656,-80.9760556 35.2833293,-80.838973 35.238606))
POLYGON ((-88.0373309 43.0155103,-88.218957599999982 43.0688718,-87.9797921 43.0484976,-87.977813 43.0368374,-87.985437 43.029308,-88.0341983 43.0161264))
POLYGON ((83.2184815 17.6868159,83.3508363 17.8039715,83.3397366 17.7400433,83.3033572 17.7137853))
POLYGON ((-86.619401400000015 36.3028724,-86.8027328 35.9541077,-86.8074194 36.0374028,-86.8024197 36.1393608,-86.7941204 36.1924157))
POLYGON ((80.0890842 12.904759,79.91637 12.930088,80.1911462 13.1489921,80.2765645 13.1190593,80.2856475 13.0900709,80.265649900000014 12.9796521))
POLYGON ((-1.1743197 52.3555177,-1.1181527 52.6549964,-1.121453 52.6320406))
POLYGON ((-97.4737218 35.6573952,-97.394753 35.1392357,-97.480085 35.224025,-97.492656 35.258704,-97.535902900000011 35.3922079,-97.536909599999987 35.5719777,-97.4780954 35.6528323))
POLYGON ((-91.037770200000011 30.3862007,-90.9307866 30.1909532,-91.1694689 30.4146701,-91.1886761 30.4598092))
POLYGON ((-82.1555579 33.4168411,-82.0105148 33.4734978,-81.9898848 33.4709094))
POLYGON ((87.0752653 23.2404524,87.4398469 23.0530404,87.3165222 23.0678795))
POLYGON ((81.2284759 26.8553412,80.8820591 26.7892383,80.90001 26.8713,80.9673468 26.9221918,81.2518833 26.995506))
POLYGON ((-76.2188516 40.0284446,-75.853917400000014 39.8267271,-76.124833 39.8574879))
POLYGON ((-79.1274048 42.5581585,-78.8377389 42.9612343,-78.7788417 42.9239,-78.7870145 42.7737392))
POLYGON ((-77.3658648 37.3500972,-77.510794 37.438984,-77.5565235 37.6213029,-77.528397 37.606802,-77.473129900000018 37.5655114))
POLYGON ((-75.2136679 40.6906001,-75.3772562 40.6057055,-75.374912 40.670211,-75.2204668 40.9895767))
POLYGON ((-79.7597709 40.6014555,-79.8687087 40.1634809,-80.22134770000001 40.5169767,-80.176346700000011 40.6508973))
POLYGON ((-95.954558599999984 41.2650333,-95.9476148 41.2518101,-95.9659934 41.2525215))
POLYGON ((89.0316032 26.5769556,88.7806578 26.3345442,88.720523 26.5434773,88.82149840000001 26.5738294))
POLYGON ((80.387403400000011 26.4755949,80.384831 26.41887,80.289822 26.436854,80.247627400000013 26.5101508))
POLYGON ((101.720173 3.078041,101.4720188 2.9803863,101.4414336 3.0265918,101.6950278 3.157978))
POLYGON ((83.958384599999988 28.2128653,83.9310623 28.5983159,84.124008 28.394857,83.989763900000014 28.2260979))
POLYGON ((75.7883228 11.288879,75.9476059 11.1507361,75.9305863 11.1607511))
POLYGON ((115.188916 -8.4095178,115.19004240000001 -8.7054045,115.1770586 -8.5819296))
POLYGON ((-84.516964 39.098311,-84.615906 39.131582,-84.383371 39.397043,-84.3333136 39.3426119,-84.4300019 39.1281689))
POLYGON ((-81.1637245 33.836081,-81.1831513 34.0859829,-81.1325135 34.0452266))
POLYGON ((78.0644579 27.8765129,78.0603719 27.8917452,78.0781901 27.9135016,78.070674 27.88639))
POLYGON ((-78.603834 35.7455857,-79.0192997 35.7595731,-79.014571 35.949836,-78.953828 35.955903,-78.5875533 35.9032819))
POLYGON ((77.3671723 31.1271876,77.1803337 31.078984,77.15913590000001 31.103601))
POLYGON ((83.9808407 25.581332,84.0008772 25.9351593,84.1487319 25.7584381))
POLYGON ((78.3988908 11.6562241,78.1506453 11.6278163,78.1771908 11.6430762))
POLYGON ((-113.9608764 51.0977481,-114.0348019 51.036543,-114.084566099999989 51.0464802,-114.0141166 51.3009224))
POLYGON ((-46.5276761 -23.6596959,-46.6477186 -23.5963711,-46.6406448 -23.5360291,-46.628609 -23.500545,-46.52715 -23.550119))
POLYGON ((76.3367542 9.5098403,76.510908 9.618993,76.572069 9.5582669))
POLYGON ((121.053934700000013 14.7513424,121.056064 14.647856,121.0312137 14.5924337,121.0027134 14.5671169,120.9842195 14.5995124))
POLYGON ((-88.99063120000001 40.5142026,-88.8042368 40.4511461,-88.991065299999988 40.4966444,-88.9960378 40.5048335))
POLYGON ((74.8075766 32.4836074,74.8284129 32.7712807,74.8979089 32.7875236,74.8806613 32.7055231))
POLYGON ((79.1459607 21.1574174,79.1082288 21.1064873,79.0885175 21.1068338,79.040386 21.1122314,79.0621555 21.1428126,79.0794444 21.1626028))
POLYGON ((-121.3511477 38.6595623,-121.4681328 38.5725301,-121.4978717 38.5641244,-121.7466902 38.5437791,-121.4990601 38.6474585))
POLYGON ((121.378185 25.054473,121.509199099999989 25.0613034,121.543204499999987 25.0580437))
POLYGON ((-81.514393 40.7660377,-81.4309535 40.4796965,-81.5135626 40.7221093))
POLYGON ((78.2390705 26.2146825,78.1642569 26.1994139,78.132578 26.2001889,78.1615203 26.2257697,78.212427 26.249717))
POLYGON ((-2.189455 51.212556,-2.610596 51.4470923,-2.3198371 51.4089751))
POLYGON ((-82.8121191 39.9547861,-82.993614900000011 39.952999,-83.0032828 39.9695058,-82.9990542 40.0685684,-82.831441 39.998435,-82.8187948 39.9890843))
POLYGON ((4.23251 50.73757,4.3499563 50.8515956,4.4267448 50.8167146))
POLYGON ((-43.2356568 -22.9220107,-43.44964 -22.760341,-43.202147 -22.8019913))
POLYGON ((80.8350109 26.2881732,80.9705292 26.1650564,80.9137968 26.2109274))
POLYGON ((88.449234 26.791926,88.45845940000001 26.7011315,88.4428015 26.6842567,88.3290595 26.6821133,88.3143284 26.6994242))
POLYGON ((89.1074554 24.8348105,89.5709844 24.8887731,89.3701078 24.8435589))
POLYGON ((75.8199843 30.3901759,75.8712075 30.5293423,75.8875174 30.5161795))
POLYGON ((78.732649900000013 28.8304956,79.0249516 28.7893041,78.7845436 28.8183303))
POLYGON ((-70.295358 41.6836134,-70.486439 41.6086418,-70.542579 41.648113))
POLYGON ((-117.010195 33.7480546,-117.182216 33.57049,-117.208033199999988 33.7280808))
POLYGON ((91.0973184 22.8723789,90.834162400000011 22.9454033,91.1785016 22.895578))
POLYGON ((89.0076177 24.410243,88.8371034 24.1974854,88.5480729 24.2217631,88.306997599999988 24.3357139,88.244784 24.5618391))
POLYGON ((-82.4187851 35.5968567,-82.541465 35.565459,-82.5931373 35.5780692,-82.5579522 35.594048,-82.5552839 35.5949178))
POLYGON ((88.8982666 25.7829542,88.9413865 25.8483388,88.9414134 25.8482798))
POLYGON ((-77.508025 43.18313,-77.5892587 43.0863517,-77.6220957 43.0955268,-77.6234823 43.1226033,-77.5811618 43.1490512))
POLYGON ((-99.1807338 19.3962164,-99.151575400000013 19.4242829,-99.16482 19.3989944))
POLYGON ((82.0727061 26.2647757,81.995833 25.9800259,81.813572 26.1734868))
POLYGON ((89.7567693 24.072394,89.875397099999986 24.4618859,89.9948257 24.3917427,89.9113052 24.244968))
POLYGON ((-84.2846629 30.4400582,-84.1168641 30.6748242,-84.284049 30.440082))
POLYGON ((-6.3214248 53.325103,-6.300048 53.342917,-6.2621292 53.3361763))
POLYGON ((76.5517132 24.9039051,76.3116235 25.1578554,76.4563087 25.03764))
POLYGON ((82.144164299999986 26.7732476,82.3099154 26.8379652,82.1985518 26.7879633))
POLYGON ((75.3151665 29.6007444,75.0685015 29.4677496,75.0177029 29.5335931))
POLYGON ((67.141061599999986 24.9262255,67.0114289 24.8563383,67.009938799999986 24.8614622,67.131852099999989 24.985583))
POLYGON ((31.1989627 30.0555847,31.0936983 30.2707812,31.2610691 30.1154004))
POLYGON ((-96.7909068 46.8738168,-96.8857494 46.8432454,-96.8627165 46.8621762))
POLYGON ((-119.7052148 34.4215442,-119.5187986 34.3981727,-119.6946103 34.4124291,-119.8398835 34.4271935))
POLYGON ((34.7817676 32.0852999,34.906551 31.9521108,34.7835192 32.0733562))
POLYGON ((-79.9838019 32.7626589,-80.0241004 32.8426943,-79.934975799999989 32.786262,-79.9273556 32.77893,-79.928401099999988 32.7778373))
POLYGON ((14.4436271 50.100978,14.4378005 50.0755381,14.4039847 50.0811531,14.3601575 50.105784))
POLYGON ((103.850927900000016 1.2940589,103.7491009 1.3989704,103.8565696 1.2964962))
POLYGON ((55.156039299999989 25.0964327,55.3047779 25.2482495,55.3074523 25.2358008,55.2571638 25.1870289))
POLYGON ((80.2181884 29.5828604,80.2655846 29.4204877,80.2064771 29.5574011))
POLYGON ((-81.517862599999987 30.2970504,-81.584569 30.146216,-81.6532684 30.3252553,-81.598496 30.37201))
POLYGON ((74.831102 34.1005216,74.8945692 33.8716117,74.7985026 34.0182149,74.8028236 34.0707477))
POLYGON ((-89.8011628 35.2159858,-89.9206649 34.9642755,-89.991409 35.136616))
POLYGON ((-84.4887038 42.7295386,-84.5485219 42.6918297,-84.5383959 42.699519))
