created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-07-26 23:58:20,Nileshweb1985,"RT @narendramodi: In Gujarat, I also conducted an aerial survey of flood affected areas. https://t.co/l2RgNa6AXe https://t.co/x8ofi9qOYP",,,"Ahmadabad City, Gujarat",RT| Gujarat,"[22.258652, 71.1923805]"
2017-07-26 23:57:31,VIKASRAI222,"RT @SachinPilot: The flood situation in Jalore,Sirohi &amp;other parts in Rajasthan remains grim.Hope govt agencies are able to rush adequate h…",,,"New Delhi,Patna,Ara (Bihar)",RT| Jalore| Sirohi| Rajasthan,"[25.1256823, 72.1416132][24.8851548, 72.8574558][27.0238036, 74.21793260000001]"
2017-07-26 23:56:44,sachink3009,"RT @SirPareshRawal: Help who are needy in flood in Gujarat, and stay away from rumours https://t.co/iuo09dewtL",,,India,RT| Gujarat,"[22.258652, 71.1923805]"
2017-07-26 23:55:48,dutt_cool,"RT @narendramodi: In Gujarat, I also conducted an aerial survey of flood affected areas. https://t.co/l2RgNa6AXe https://t.co/x8ofi9qOYP",,,melbourne,RT| Gujarat,"[22.258652, 71.1923805]"
2017-07-26 23:55:39,Rakesh07278970,RT @saloniradhainsa: @Gurmeetramrahim @derasachasauda This is very thoughtful of you Almighty. I too pray for well being of flood victims a…,,,,RT| Gurmeetramrahim,[]
2017-07-26 23:49:07,KevinCeazer,"RT @narendramodi: In Gujarat, I also conducted an aerial survey of flood affected areas. https://t.co/l2RgNa6AXe https://t.co/x8ofi9qOYP",,,Ahmedabad. Gujarat,RT| Gujarat,[]
2017-07-26 23:46:39,YouthOfRajastha,"RT @ashokgehlot51: It would have been good, if PM Shri Narendra Modi had atleast done an aerial survey of flood affected areas in #Rajastha…",,,,RT| PM Shri Narendra Modi,[]
2017-07-26 23:46:10,YouthOfRajastha,"RT @ashokgehlot51: Heart wrenching n shocking to know 17 members of a family died in #Banaskantha,after being stranded in flood waters n as…",,,,RT,
2017-07-26 23:44:44,BanajiRajput,"RT @ashokgehlot51: Heart wrenching n shocking to know 17 members of a family died in #Banaskantha,after being stranded in flood waters n as…",,,,RT,
2017-07-26 23:42:48,TeamLadnun,"RT @ashokgehlot51: It would have been good, if PM Shri Narendra Modi had atleast done an aerial survey of flood affected areas in #Rajastha…",,,,RT| PM Shri Narendra Modi,[]
2017-07-26 23:42:47,SayantanDasGup4,RT @narendramodi: Reviewed the flood situation in parts of Gujarat. Assured all possible support from Centre to deal with this situation. h…,,,United States-kolkata,#,
2017-07-26 23:42:41,SayantanDasGup4,"RT @narendramodi: In Gujarat, I also conducted an aerial survey of flood affected areas. https://t.co/l2RgNa6AXe https://t.co/x8ofi9qOYP",,,United States-kolkata,RT| Gujarat,"[22.258652, 71.1923805]"
2017-07-26 23:42:28,TeamLadnun,"RT @ashokgehlot51: Heart wrenching n shocking to know 17 members of a family died in #Banaskantha,after being stranded in flood waters n as…",,,,RT,
2017-07-26 23:40:59,gujar_balram,"RT @ashokgehlot51: It would have been good, if PM Shri Narendra Modi had atleast done an aerial survey of flood affected areas in #Rajastha…",,,"Tonk ,Rajasthan ",RT| PM Shri Narendra Modi,[]
2017-07-26 23:40:40,gujar_balram,"RT @ashokgehlot51: Heart wrenching n shocking to know 17 members of a family died in #Banaskantha,after being stranded in flood waters n as…",,,"Tonk ,Rajasthan ",RT,
2017-07-26 23:37:38,RakeshMeena212,"RT @ashokgehlot51: It would have been good, if PM Shri Narendra Modi had atleast done an aerial survey of flood affected areas in #Rajastha…",,,"Alwar,Rajasthan",RT| PM Shri Narendra Modi,[]
2017-07-26 23:37:11,RakeshMeena212,"RT @ashokgehlot51: Heart wrenching n shocking to know 17 members of a family died in #Banaskantha,after being stranded in flood waters n as…",,,"Alwar,Rajasthan",RT,
