created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-09-04 23:56:16,shailendra1212,"RT @uttampegu: @mediacrooks @rajnathsingh Mising tribes of Assam, India needs urgent attention too, 3lacs of them displaced due to flood, e…",,,,RT| Assam| India,"[26.2006043,92.9375739][20.593684,78.96288]"
2017-09-04 23:52:09,Durjay12,I liked a @YouTube video https://t.co/n1dWTRqniP FAMILY HOUSE DESTROYED IN THE HOUSTON FLOOD,,,BAngladesh,YouTube| FAMILY| HOUSE| HOUSTON,"[33.976817,-118.407293][36.1622759,-115.1385272][-28.1156163, 148.7295452][29.7604267,-95.3698028]"
2017-09-04 23:47:35,jackiemopsy,RT @ishan327: @ashoswai @mlsscl this Rohingya crisis will be used as an excuse to flood India with refugees. Around 40k Rohingya are living…,,,,RT| India,"[20.593684,78.96288]"
2017-09-04 23:41:42,hemantajha,RT @jaljeevika: #BiharFloods  #UPfloods # Fundraising #Gratitude friends we sent 40 water purifier kit to Bihar flood affected area. @nikus…,,,भारत!,#,
2017-09-04 23:40:02,shaileshmishra,"RT @sbajpai2806: With 11,000 volunteers, #RSS quietly makes its mark on #BiharFloods  relief https://t.co/pYZiqe4oQX @RakeshSinha01 @Advait…",,,"ÜT: 19.174121,72.834739",RT| BiharFloods,"[25.5832852,85.0975657]"
2017-09-04 23:28:44,sri_amigo,"RT @uttampegu: @mediacrooks @rajnathsingh Mising tribes of Assam, India needs urgent attention too, 3lacs of them displaced due to flood, e…",,,India,RT| Assam| India,"[26.2006043,92.9375739][20.593684,78.96288]"
2017-09-04 23:24:52,ExSecular,"RT @uttampegu: @mediacrooks @rajnathsingh Mising tribes of Assam, India needs urgent attention too, 3lacs of them displaced due to flood, e…",,,pale blue dot,RT| Assam| India,"[26.2006043,92.9375739][20.593684,78.96288]"
2017-09-04 23:24:44,monalisharma10,Firefighter saves fianc&amp;#233;e's #wedding dress from Harvey-flooded home https://t.co/HPjUckLqIL #texas #floodwaters,,,"Kolkata, India",,[]
2017-09-04 23:22:10,Rajeshd36,"RT @Sanjay_Dixit: With 11,000 volunteers, RSS quietly makes its mark on Bihar flood relief  https://t.co/ovSCAnQstG",,,,RT| RSS| Bihar,"[44.9481672,-93.0884364][25.0960742,85.3131194]"
2017-09-04 23:21:13,TripathiNirbhay,jeffbullas: 5 Ways To Flood Your Blog With Traffic Using Pinterest #pinterest #socialmedia #bloggingtips… https://t.co/K8lJ2hhIc8,,,"New Delhi, Delhi, India",Traffic Using Pinterest,[]
2017-09-04 23:19:24,SwapnilSurve30,RT jeffbullas: 5 Ways To Flood Your Blog With Traffic Using Pinterest #pinterest #socialmedia #bloggingtips… https://t.co/uEwQ823BdT,,,"Mumbai, India",Traffic Using Pinterest,[]
2017-09-04 23:14:24,vkcraj,"RT @captmrinalc: #SAVEJPWISHTOWN when SC reads out today's verdict, even the markets has ripple effect.Let's make it stronger and flood our…",,,,RT| SC,"[33.836081, -81.1637245]"
2017-09-04 23:09:52,Kawing98997921,"I liked a @YouTube video https://t.co/CXkd75J8iW 🔴 Roblox Live Stream | Jail Break, Phantom Forces, Shark Bite, MM2, Flood Escape &amp;",,,Aruba,YouTube| Phantom Forces| Shark Bite| MM2| Flood Escape,"[33.976817,-118.407293][51.4089751,-2.3198371][33.8662251,-84.4740834][32.7823324,-96.7965934][38.8187689,-82.2169501]"
2017-09-04 23:06:05,VeoIndia_,Watch : Car stuck in turbulent flow of flood water in Dehradun https://t.co/Wd4DtEoflP,,,India,Watch| Dehradun,"[52.4852429,-2.1140822][30.3164945,78.0321918]"
2017-09-04 23:03:50,K_B_Shanthala,"RT @Sanjay_Dixit: With 11,000 volunteers, RSS quietly makes its mark on Bihar flood relief  https://t.co/ovSCAnQstG",,,,RT| RSS| Bihar,"[44.9481672,-93.0884364][25.0960742,85.3131194]"
2017-09-04 22:58:56,itzsamya,"RT @SUNDARmyth: #Brand West Bengal*#Raiganj
Media,don't try to find CPIM-LF in banquet-hall but try to found among Flood-victims,Riot-victi…",,,Australia,RT| Brand West| Raiganj Media,"[37.9781,-122.546186][]"
2017-09-04 22:54:40,amiablehetal01,Firefighter saves fiancée's #wedding dress from Harvey-flooded home https://t.co/J4Q54ewpEm https://t.co/zAKBJK9GXU,,,India,,[]
2017-09-04 22:52:35,parmarkavi,Firefighter saves fiancée's wedding dress from Harvey-flooded home https://t.co/wT7ezUPTlI by @mashable #News… https://t.co/niQdJLLmSs,,,Ahmedabad,,[]
2017-09-04 22:51:42,FazleAzim2,Hurricane Irma: What you need to know about flood insurance https://t.co/uoTNRoij0G,,,"Dhaka, Bangladesh",Hurricane Irma,[]
2017-09-04 22:49:53,kuttusenator,"RT @Sanjay_Dixit: With 11,000 volunteers, RSS quietly makes its mark on Bihar flood relief  https://t.co/ovSCAnQstG",,,,RT| RSS| Bihar,"[44.9481672,-93.0884364][25.0960742,85.3131194]"
2017-09-04 22:44:45,rohitsingh_3400,Firefighter saves fianc&amp;#233;e's #wedding dress from Harvey-flooded home https://t.co/MDU7HHeqYF #texas #floodwaters,,,"Thane, India",,[]
2017-09-04 22:44:25,ZedBullet,@GTSFan4Life69 I am hereing all this stuff about florida and stuff I have no idea I heard something about a hurrica… https://t.co/YGBUf6LC1f,,,Unknown ,,[]
2017-09-04 22:44:04,Sumi1976,"RT @Sanjay_Dixit: With 11,000 volunteers, RSS quietly makes its mark on Bihar flood relief  https://t.co/ovSCAnQstG",,,"Exton, PA",RT| RSS| Bihar,"[44.9481672,-93.0884364][25.0960742,85.3131194]"
2017-09-04 22:43:16,besttopicin,Hurricane Irma: What you need to know about flood insurance https://t.co/ktYC6kqjBP,,,hyderabad,Hurricane Irma,[]
2017-09-04 22:42:47,KnowledgeKnop,"#HurricaneHarvey #Flood victim needs to revive his family &amp; belongings. Help Brad. https://t.co/J1DKgFGE2J
#FloodVictim #gofundme $Donate",,,India,Help Brad,"[44.9844918, -93.2719393]"
2017-09-04 22:42:37,MoneyWealth_,"#HurricaneHarvey #Flood victim needs to revive his family &amp; belongings. Help Brad. https://t.co/Xslhb0xUvT
#FloodVictim #gofundme $Donate",,,India,Help Brad,"[44.9844918, -93.2719393]"
2017-09-04 22:42:02,HaleHeartyFit,"#HurricaneHarvey #Flood victim needs to revive his family &amp; belongings. Help Brad. https://t.co/zcmdWUL0Er
#FloodVictim #gofundme $Donate",,,India,Help Brad,"[44.9844918, -93.2719393]"
2017-09-04 22:41:06,toggltime,Firefighter saves fiancée's wedding dress from Harvey-flooded home https://t.co/nuuwEE2OzE #Wedding #Texas… https://t.co/qR5fZ4jw2o,,,India,,[]
2017-09-04 22:40:28,decent99,"#HurricaneHarvey #Flood victim needs to revive his family &amp; belongings. Help Brad. https://t.co/h7aWRh4VVK
#FloodVictim #gofundme $Donate",,,New Delhi,Help Brad,"[44.9844918, -93.2719393]"
2017-09-04 22:40:20,BrandChoose,"#HurricaneHarvey #Flood victim needs to revive his family &amp; belongings. Help Brad. https://t.co/25OjQvptE0
#FloodVictim #gofundme $Donate",,,India,Help Brad,"[44.9844918, -93.2719393]"
2017-09-04 22:40:12,WeLaunchIn,"#HurricaneHarvey #Flood victim needs to revive his family &amp; belongings. Help Brad. https://t.co/Gs2av732Zk
#FloodVictim #gofundme $Donate",,,India,Help Brad,"[44.9844918, -93.2719393]"
2017-09-04 22:40:03,AppLoungeIndia,"#HurricaneHarvey #Flood victim needs to revive his family &amp; belongings. Help Brad. https://t.co/ORkEuQggPC
#FloodVictim #gofundme $Donate",,,India,Help Brad,"[44.9844918, -93.2719393]"
2017-09-04 22:39:00,imoradabad,"#HurricaneHarvey #Flood victim needs to revive his family &amp; belongings. Help Brad. https://t.co/NuFs8SEfVh
#FloodVictim #gofundme $Donate",,,"Moradabad, India",Help Brad,"[44.9844918, -93.2719393]"
2017-09-04 22:38:54,AdvertsLibrary,"#HurricaneHarvey #Flood victim needs to revive his family &amp; belongings. Help Brad. https://t.co/P3GwOdtz57
#FloodVictim #gofundme $Donate",,,India,Help Brad,"[44.9844918, -93.2719393]"
2017-09-04 22:37:23,hazradigital1,I added a video to a @YouTube playlist https://t.co/7t2JyDbaBd North Bengal Flood CM Mamata Banerjee Visits malda,,,"Kolkata, India",YouTube| North Bengal Flood,"[33.976817,-118.407293][26.791926,88.449234]"
2017-09-04 22:31:13,weusedtobehuman,"Harvey ruined everything in firefighter's home – except his fiancée's wedding dress
https://t.co/rLoh1toZMn https://t.co/h0yRhFtems",,,"Delhi, India",Harvey,"[29.9035387,-90.0772944]"
2017-09-04 22:30:13,ShrivastavSukri,"Mashable ""Firefighter saves fiancée's wedding dress from Harvey-flooded home"" https://t.co/OFj1zL6wjX #News",,,"New Delhi, India",,[]
2017-09-04 22:29:47,ishikaatanna,RT @ideepakmathur: Firefighter saves fiancée's wedding dress from Harvey-flooded home https://t.co/2U7icTxGCf https://t.co/z6gv8BSyyw,,,"Ahmadabad City, India",RT,
2017-09-04 22:27:53,kanikadahia,RT @ideepakmathur: Firefighter saves fiancée's wedding dress from Harvey-flooded home https://t.co/2U7icTxGCf https://t.co/z6gv8BSyyw,,,"Ahmadabad City, India",RT,
