created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-07-31 23:58:48,dsanjaydesai,"RT @vijayrupanibjp: On the 2nd day of my stay at Banaskantha &amp; Patan to normalize post-flood situation, visited the severely affected villa…",,,Deesa....Gujarat.,RT| Banaskantha| Patan,"[24.3454739,71.7622481][23.8493246,72.1266255]"
2017-07-31 23:58:22,daisyrani_2002,RT @sardesairajdeep: Why can't @narendramodi and  @OfficeOfRG go together and meet flood victims? Am i asking for too much? #GujaratFloods,,,Noida,RT,
2017-07-31 23:58:00,OmPrakeshRai1,"RT @PMOIndia: During his visit, PM will meet CMs &amp; top officials of Arunachal Pradesh, Assam, Manipur, Mizoram and Nagaland to review the f…",,,"Ara, India",RT| PM| CMs| Arunachal Pradesh| Assam| Manipur| Mizoram| Nagaland,"[46.8852,-56.3159][28.0663381,-82.42522][28.2179994,94.7277528][26.2006043,92.9375739][24.6637173,93.9062688][23.164543,92.9375739][26.1584354,94.5624426]"
2017-07-31 23:57:52,shubhitrsb,"@sardesairajdeep @narendramodi @OfficeOfRG What is @OfficeOfRG gonna do by meeting flood victims, care to answer di… https://t.co/pdNL1bjvkK",,,Gurgaon,,[]
2017-07-31 23:55:23,iCivilized,RT @vijayrupanibjp: Met farmers &amp; merchants at Dhanera APMC. Assured them of proper and timely assessment of the damage caused due to the d…,,,"Toronto, Canada",RT| Dhanera APMC,"[24.5098523,72.0290735]"
2017-07-31 23:52:16,TonyRandazzo8,RT @smritiirani: Met people in flood affected Dhanera and Thara regions of Banaskantha district in Gujarat &amp; thanked rescue operators for t…,,,,RT| Dhanera| Thara| Banaskantha| Gujarat,"[24.5063838,72.0258406][23.9719332,71.8245196][24.3454739,71.7622481][22.258652,71.1923805]"
2017-07-31 23:52:14,Kumarvgm,RT @PMOIndia: A 24x7 control room helpline number 1078 is functioning continuously to deal with the flood situation: PM @narendramodi #Mann…,,,"Kuala Lumpur City, Kuala Lumpur Federal Territory",RT,
2017-07-31 23:51:45,Atul49034726,RT @smritiirani: Met people in flood affected Dhanera and Thara regions of Banaskantha district in Gujarat &amp; thanked rescue operators for t…,,,"Fakiragram , Assam",RT| Dhanera| Thara| Banaskantha| Gujarat,"[24.5063838,72.0258406][23.9719332,71.8245196][24.3454739,71.7622481][22.258652,71.1923805]"
2017-07-31 23:49:09,MsVarunDhawan,"RT @ImAbhishek7_: Aamir Khan donates Rs 25 lakh to the victims of #AssamFloods
So called Ultra Nationalist Media &amp; party aren't even intere…",,,"Skokie, IL",RT| Aamir Khan| AssamFloods So| Ultra Nationalist Media,"[19.295875,73.073113][26.1326798, 91.80697529999999][]"
2017-07-31 23:48:27,KRISHRAM001,"RT @vijayrupanibjp: On the 2nd day of my stay at Banaskantha &amp; Patan to normalize post-flood situation, visited the severely affected villa…",,,"Andhra Pradesh, India",RT| Banaskantha| Patan,"[24.3454739,71.7622481][23.8493246,72.1266255]"
