created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-08-08 23:56:45,sktdpwr92,@satishacharya @mail_today N he survived the flood n heavy winds,,,"नई दिल्ली, भारत",,[]
2017-08-08 23:52:50,DalwadiPradip,"RT @SirPareshRawal: Help who are needy in flood in Gujarat, and stay away from rumours https://t.co/iuo09dewtL",,,"Nadiad, Gujarat,India",RT| Gujarat,"[22.258652, 71.1923805]"
2017-08-08 23:48:51,ShauryaBhabhua,"RT @amarnath303: Be in earthquake or flood,
Be it north or south,
Asaram Bapu Ji is always on forefront to serve. #FloodReliefSevaByBapuji ।",,,,RT| Asaram Bapu Ji| FloodReliefSevaByBapuji,"[43.69318, -79.692312][]"
2017-08-08 23:48:03,ShauryaBhabhua,"RT @amarnath303: Be it earthquake, flood or any calamity, Asaram Bapu Ji &amp; his followers always forward to serve
#FloodReliefSevaByBapuji",,,,RT| Asaram Bapu Ji,"[43.69318, -79.692312]"
2017-08-08 23:41:45,silaafi2415,RT @shaileshreddi: No surprise @hydcitypolice @HYDTP is under pressure from netizens flood of posts with pics of police violating road rule…,,,"Hyderabad, India",RT,
2017-08-08 23:26:27,Bhagava87092761,RT @Bhagava87092761: @Harrys1DEmpire @shailjohn7 Seeing #FloodReliefSevaByBapuji my heart is brimming with happiness &amp; satisfaction exclaim…,,,India,RT| Harrys1DEmpire,"[40.7287089, -73.9894151]"
2017-08-08 23:26:15,Bhagava87092761,@Harrys1DEmpire @shailjohn7 Seeing #FloodReliefSevaByBapuji my heart is brimming with happiness &amp; satisfaction excl… https://t.co/ZWXk4H51id,,,India,Harrys1DEmpire,"[40.7287089, -73.9894151]"
2017-08-08 23:25:45,Bhagava87092761,@DJIforums Seeing #FloodReliefSevaByBapuji my heart is brimming with happiness &amp; satisfaction exclaimed a flood vic… https://t.co/qHk7gjMgry,,,India,DJIforums Seeing,[]
2017-08-08 23:25:18,Bhagava87092761,@FTvipIdols @shailjohn7 Seeing #FloodReliefSevaByBapuji my heart is brimming with happiness &amp; satisfaction exclaime… https://t.co/tNBdQtwHfv,,,India,FTvipIdols,[]
2017-08-08 23:24:03,Bhagava87092761,@MrRightPro Seeing #FloodReliefSevaByBapuji my heart is brimming with happiness &amp; satisfaction exclaimed a flood vi… https://t.co/olJjAVOaQz,,,India,MrRightPro Seeing,[]
2017-08-08 23:23:07,Bhagava87092761,RT @Bhagava87092761: @Inc @Quora @garyvee Seeing #FloodReliefSevaByBapuji my heart is brimming with happiness &amp; satisfaction exclaimed a fl…,,,India,RT,
2017-08-08 23:23:02,Bhagava87092761,@Inc @Quora @garyvee Seeing #FloodReliefSevaByBapuji my heart is brimming with happiness &amp; satisfaction exclaimed a… https://t.co/xpnOYm0BPR,,,India,,[]
2017-08-08 23:20:23,vinodahir1,@rssurjewala If you care about country &amp; people then this seat is not imp. Why were not all the Cong MLA helping people during the flood?,,,Gurgaon,Cong,"[53.54168439999999, -9.2834604]"
2017-08-08 23:10:26,jaykrishna324,RT @narendramodi: Reviewed the flood situation in parts of Gujarat. Assured all possible support from Centre to deal with this situation. h…,,,Basti uttar pradesh india,#,
2017-08-08 23:10:25,jaykrishna324,"RT @narendramodi: In Gujarat, I also conducted an aerial survey of flood affected areas. https://t.co/l2RgNa6AXe https://t.co/x8ofi9qOYP",,,Basti uttar pradesh india,RT| Gujarat,"[22.258652, 71.1923805]"
2017-08-08 23:08:46,itzsamya,"RT @SUNDARmyth: #Brand West Bengal*
TMC Govt just abandons the flood-victims.AIKS is constantly distributing relief materials in the flood-…",,,Australia,RT| Brand West,"[32.9235343, -103.2380523]"
2017-08-08 23:07:12,jaykrishna324,"RT @narendramodi: Talked at length about the monsoons, the flood situation in various parts &amp; rescue as well as relief measures. https://t.…",,,Basti uttar pradesh india,#,
2017-08-08 23:06:30,jaykrishna324,"RT @PMOIndia: During his visit, PM will meet CMs &amp; top officials of Arunachal Pradesh, Assam, Manipur, Mizoram and Nagaland to review the f…",,,Basti uttar pradesh india,RT| PM| CMs| Arunachal Pradesh| Assam| Manipur| Mizoram| Nagaland,"[46.8852, -56.3159][28.0663381, -82.42522][28.2179994, 94.7277528][26.2006043, 92.9375739][24.6637173, 93.90626879999999][23.164543, 92.9375739][26.1584354, 94.5624426]"
2017-08-08 23:06:27,jaykrishna324,RT @narendramodi: Joined a series of high level meetings to review the flood situation in various parts of the Northeast. https://t.co/R6ta…,,,Basti uttar pradesh india,#,
2017-08-08 23:06:22,jaykrishna324,"RT @narendramodi: A package of Rs. 2000 crore for flood relief, rehabilitation, reconstruction measures for affected states of the Northeas…",,,Basti uttar pradesh india,RT,
2017-08-08 22:52:57,RanglaniAnju,RT @gauravtinu: #FloodReliefSevaByBapuji Asaram Bapu Ji inspired his disciples to go ahead and help flood stricken people!  https://t.co/mJ…,,,,#,
2017-08-08 22:28:54,Pornmanee8,RT @Dantamano: More aids from Wat Phra #Dhammakaya are on the way to #SakolNakorn. We won't stop until the #flood situation resolves. https…,,,,#,
2017-08-08 22:28:50,Pornmanee8,RT @Dantamano: Monks &amp; Devotees from Wat Phra #Dhammakaya went through waist-deep #flood to give necessities in #SakolNakorn. #Compassion i…,,,,RT| Wat Phra| Dhammakaya,"[13.7515912, 100.4926579][14.0666954, 100.6472345]"
2017-08-08 22:28:43,Pornmanee8,RT @Dantamano: Behind-the-scene. Packing necessities for #flood victims. Wat Phra #Dhammakaya continue humanitarian mission as many provinc…,,,,RT| Wat Phra,"[13.7515912, 100.4926579]"
2017-08-08 22:28:24,Pornmanee8,"RT @Dantamano: Mission continues. Wat Phra #Dhammakaya 
'monks &amp; devotees continue distributing necessities to #flood victims in #SakolNako…",,,,RT| Wat Phra| Dhammakaya,"[13.7515912, 100.4926579][14.0666954, 100.6472345]"
2017-08-08 22:28:13,Pornmanee8,"RT @Dantamano: Wat Phra #Dhammakaya's monks, staff &amp; devotees delivered necessities to #flood victims in Sakol Nakorn. More helps are on th…",,,,RT| Dhammakaya| Sakol Nakorn,"[14.0666954, 100.6472345][17.1545995, 104.1348365]"
2017-08-08 22:27:34,Pornmanee8,RT @Dantamano: Wat Phra #Dhammakaya's members delivered more aids as #flood in many provinces. Mission will continue till situation resolve…,,,,RT| Dhammakaya| Mission,"[14.0666954, 100.6472345][26.2159066, -98.32529319999999]"
2017-08-08 22:17:48,NasimQadri1,RT @BharatSolankee: Interacting with flood affected people at Malotara along with #RahulGandhi ji to understand the pain &amp; hardships faced…,,,"Gujarat, India",RT| Malotara| RahulGandhi,"[32.7712807, 74.8284129][16.2989136, 80.4658449]"
2017-08-08 22:16:37,abdulkmerchant,"RT @narendramodi: Talked at length about the monsoons, the flood situation in various parts &amp; rescue as well as relief measures. https://t.…",,,India,#,
2017-08-08 22:16:06,abdulkmerchant,RT @narendramodi: Joined a series of high level meetings to review the flood situation in various parts of the Northeast. https://t.co/R6ta…,,,India,#,
2017-08-08 22:16:02,abdulkmerchant,"RT @narendramodi: A package of Rs. 2000 crore for flood relief, rehabilitation, reconstruction measures for affected states of the Northeas…",,,India,RT,
2017-08-08 21:50:57,Krapika2,"RT @rishibagree: Burnol Moments for Congress

People from Flood affected area in Guj chanted Modi Modi in front of Rahul &amp; said they are sa…",,,,RT| Burnol Moments| Congress People| Flood| Guj| Modi Modi| Rahul,"[][30.26683449999999, -97.7437439][37.2923509, -78.73277999999999][22.2865721, 70.80155189999999][40.7665129, -73.9691067][8.566513500000001, 76.9210312]"
2017-08-08 21:45:40,arunkum37049562,RT @CMOfficeAssam: CM directed officials of the concerned departments to expedite rehabilitation process to provide succour to the flood af…,,,mysore,RT,
2017-08-08 21:42:02,abdulkmerchant,RT @sarbanandsonwal: Hon'ble PM @narendramodi ji's visit to Assam reiterates his commitment towards a long term solution to State's flood p…,,,India,RT| Assam| State,"[26.2006043, 92.9375739][41.9216582, -87.65240639999999]"
2017-08-08 21:31:30,NepNews,Nepal Fact Sheet: Strengthening Flood Resilience in Nepal's Kamala River Basin Through End-to-End Early Warning ..… https://t.co/qqahE0lbCj,,,Kathmandu,Nepal Fact Sheet| Flood Resilience| Nepal| Kamala River Basin,"[][53.7587611, -0.7138597][28.394857, 84.12400799999999][13.1190593, 80.27656449999999]"
2017-08-08 21:31:20,Piyushpatel283,Dada total congress in bengluru during flood time. That is the perception in gujaratis https://t.co/r95LWx96Xn,,,India,Dada,"[26.463289, -80.073443]"
2017-08-08 21:09:46,MhaskarChief,@IslamicErdogan @GabbbarSingh @BDUTT @ahmedpatel Flood relief is duty of MLAs and not of the elected Gov't 🤔🤔,,,"Ratnagiri, India",IslamicErdogan| Flood| MLAs,"[37.8433252, 32.4672103][37.2923509, -78.73277999999999][11.2343498, 77.77868790000001]"
2017-08-08 21:06:15,SantaJannat,RT @ERSK_SonyTv: Happy 1st Anniversary of #ERSK .. Such beautiful memories continue to flood our thoughts. #ersk #aryan #sanchi https://t.c…,,,Bangladesh,RT| ERSK,"[52.3945704, -6.944901300000001]"
2017-08-08 21:05:05,dr_chaudhary_rc,"@logicalmoh @Jayantasengoptu @sardesairajdeep @OfficeOfRG How dumb u r.. 
I m saying why he didn't questioned SG or… https://t.co/8vAvIyzuuQ",,,India,,[]
2017-08-08 21:02:37,abhimay,"@AnchorAnandN Cld hurt BJP, bt msg is clear that won't be easy for cngrs to fight state election as MLA were in res… https://t.co/CCfDXpGVig",,,"Maharashtra, India",AnchorAnandN Cld| BJP| MLA,"[36.2758662, -119.1312985][47.1575034, -122.298516][31.3263578, -89.3343513]"
2017-08-08 21:02:08,ritwik_agrawal,@ahmedpatel Congratulations. congress state party led by @OfficeOfRG &amp; yourself &amp; all MLAs must now energetically w… https://t.co/XuOTO9EnAI,,,New Delhi,MLAs,"[11.2343498, 77.77868790000001]"
