created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-07-23 23:59:24,Dukhabandhu4,@PDChina I v innovative plan for complete solution of such flood.Rather it wld make China d world's largest water e… https://t.co/qjVcC7sPIF,,,"नई दिल्ली, भारत",PDChina| China,"[][35.86166,104.195397]"
2017-07-23 23:57:26,OrissaNews,Incessant rainfall fuels flood fears in Balasore - HERE. NOW https://t.co/Ddo3NaRcJi #Orissa,,,"Bhubaneswar, Orissa",Incessant| Balasore| HERE| NOW,"[40.45570439999999, -74.4847683][21.4869337,86.9246005][40.7251137, -74.0048398][40.1679683, 69.371189]"
2017-07-23 23:53:10,Maganbhaipatel7,RT @vijayrupanibjp: Conducted an aerial survey of the flood affected areas of Surendranagar district &amp; instructed officials to do needful.…,,,India,RT| Surendranagar,"[22.7201319, 71.649536]"
2017-07-23 23:45:55,teerthraj_dash,Flood alert in six Odisha districts as IMD predicts heavy rain https://t.co/nhMyNqQSp3 https://t.co/wzAhdYqu8n,,"[[[85.73406, 20.03944], [86.28391, 20.03944], [86.28391, 20.699481], [85.73406, 20.699481]]]",Cuttack. ORISSA,Flood| IMD,"[37.2923509,-78.73278][28.5896868, 77.22189039999999]"
2017-07-23 23:23:01,Krish_BJP,RT @livefist: Video in today of an IAF Chetak/Alouette III in flood medevac ops in western India. Type to be replaced by Ka-226Ts. https://…,,,India,#,
2017-07-23 23:14:23,theassamtribune,Flood relief by Ramakrishna Mission - Assam Tribune https://t.co/Llzn1hSkJn,,,"Guwahati,Assam,India",Flood| Ramakrishna Mission| Assam Tribune,"[37.2923509,-78.73278][28.6396, 77.209684][27.4684518,94.9019129]"
2017-07-23 23:14:19,SrkRocksNRules,"Flood situation eases, but Met dept warns of heavy rain for next 3 days - The Indian Express https://t.co/sqq3e22Cmf https://t.co/0urM0L6N1y",,,India,Flood| Met| Indian Express,"[37.2923509,-78.73278][49.1193089, 6.175715599999999][28.5875094, 77.3317488]"
2017-07-23 22:53:36,mafricatv,"Rivers State FLOOD: WE WILL TACKLE FLOODING HEADLONG  ...Gov Wike
=========================================... https://t.co/h4jNcR3glt",,,New Delhi,,[]
2017-07-23 22:48:33,shabbarquadri,RT @milligazette: Local Sikh men and women risk their lives to save the holy books and other items at a Masjid when flood water... https://…,,,Hyderabad,#,
2017-07-23 22:45:09,AKLalwani,"HapPy Morning😊

Let's be kinder to ourselves. And then let that kindness flood the world.",,,Hyd - India,HapPy,"[56.91329709999999, 24.0990636]"
2017-07-23 22:27:08,IndiaNews24x7,Flood alert in six districts - HERE. NOW https://t.co/gifYmdi7Jl,,,INDIA,Flood| HERE| NOW,"[37.2923509,-78.73278][40.7251137, -74.0048398][40.1679683, 69.371189]"
2017-07-23 22:09:22,inversethinker,RT @milligazette: Local Sikh men and women risk their lives to save the holy books and other items at a Masjid when flood water... https://…,,,,#,
2017-07-23 22:01:11,Silchar_Com,Flood shatters many a dream in Lakhimpur https://t.co/U4p26D4uag #silchar #news,,,"Silchar, India",Flood| Lakhimpur,"[37.2923509,-78.73278][27.9490794,80.7824012]"
2017-07-23 21:53:59,DailyRahnuma,Odisha puts six districts on flood alert https://t.co/UTv1fkuFBg,,,"Hyderabad, India",Odisha,"[20.9516658,85.0985236]"
2017-07-23 21:50:34,BJP4Vav,"RT @DeshGujarat: Holiday in schools in Banaskantha after heavy rain, water released from Sipu, flood alert in downstream villages https://t…",,,"Vav, India",RT| Banaskantha| Sipu,"[24.3454739,71.7622481][30.30764, 80.5107574]"
2017-07-23 21:50:16,BJP4Banaskantha,"RT @DeshGujarat: Holiday in schools in Banaskantha after heavy rain, water released from Sipu, flood alert in downstream villages https://t…",,,,RT| Banaskantha| Sipu,"[24.3454739,71.7622481][30.30764, 80.5107574]"
2017-07-23 21:49:53,SChaudharyArmy,"RT @DeshGujarat: Holiday in schools in Banaskantha after heavy rain, water released from Sipu, flood alert in downstream villages https://t…",,,"Gujarat, India",RT| Banaskantha| Sipu,"[24.3454739,71.7622481][30.30764, 80.5107574]"
2017-07-23 21:40:59,theassamtribune,Flood relief by Ramakrishna Mission - Assam Tribune https://t.co/VPTAhdv7Y3,,,"Guwahati,Assam,India",Flood| Ramakrishna Mission| Assam Tribune,"[37.2923509,-78.73278][28.6396, 77.209684][27.4684518,94.9019129]"
2017-07-23 21:35:17,muebedeli1980,"RT @Subratgoswami: Gaurisagar artificial flood, day 5. https://t.co/tjkYZL18lT",,,,RT,
2017-07-23 21:34:16,selberan,"RT @timesofindia: Flood situation in Assam improves; death toll at 76 

Read more: https://t.co/HrtKv5SXIf https://t.co/5bLhJMlhVB",,,"INDIA,KERALA,KOLLAM.",RT| Assam,"[26.2006043,92.9375739]"
2017-07-23 21:31:31,DeshGujarat,"Holiday in schools in Banaskantha after heavy rain, water released from Sipu, flood alert in downstream villages… https://t.co/Zdal2JrP1i",,,"Gujarat, India",Banaskantha| Sipu,"[24.3454739,71.7622481][30.30764, 80.5107574]"
2017-07-23 21:19:16,tulsirames,"RT @kathmandupost: Flood alert issued in Sindhupalchok as landslide partially blocks Bhotekoshi; Larcha Bridge collapses 

https://t.co/2d7…",,,www.tulasiacharya.com,RT| Sindhupalchok| Bhotekoshi| Larcha Bridge,"[27.9512034, 85.684578][27.8312092, 85.7666606][]"
2017-07-23 21:12:10,OrissaNews,Incessant rainfall fuels flood fears in Balasore - HERE. NOW https://t.co/kFvE1ek1LS #Orissa,,,"Bhubaneswar, Orissa",Incessant| Balasore| HERE| NOW,"[40.45570439999999, -74.4847683][21.4869337,86.9246005][40.7251137, -74.0048398][40.1679683, 69.371189]"
2017-07-23 21:01:04,jais_george,ETCFO | Surge in due diligence activity brings flood of business to big four https://t.co/AJniIZcnjt,,,New Delhi,ETCFO,"[43.6694873, -79.3775323]"
2017-07-23 20:54:20,anurag_pandit1,@soviet_kerala https://t.co/fwQHzRDVHk there is difference between no and 40%,,,varanasi,,[]
2017-07-23 20:27:12,cirigeva1989,"RT @NikeXForce: Age of Ultron: The best Marvel movie yet. Especially the humour, @Iron_Man and Hulk fight and the chilled attitude of Ultro…",,,,RT| Ultron| Hulk,"[36.0698443,-80.3010241][28.471308,-81.4683383]"
2017-07-23 20:15:20,Aashi_81,RT @vijayrupanibjp: Conducted an aerial survey of the flood affected areas of Surendranagar district &amp; instructed officials to do needful.…,,,Dead Sea,RT| Surendranagar,"[22.7201319, 71.649536]"
2017-07-23 20:13:41,azharkhanlive,RT @milligazette: Local Sikh men and women risk their lives to save the holy books and other items at a Masjid when flood water... https://…,,,"Hyderabad, Telangana, India",#,
2017-07-23 20:06:21,indianews_web,Flood alert in 6 Odisha districts as IMD predicts heavy rain https://t.co/cc3hrZ4SOK #IndiaNews,,,India,Flood| IMD,"[37.2923509,-78.73278][28.5896868, 77.22189039999999]"
