created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-09-03 23:59:18,mumbai24X7,@mumbai24x7 Mumbai needs to restore flood plains of its rivers at the earliest - Hindustan… https://t.co/uzw7wKNvEH,,,Mumbai,Mumbai,"[19.0759837,72.8776559]"
2017-09-03 23:59:18,mumbai24X7,@mumbai24x7 Mumbai paralyzed as Flood in India kills more than 1000 - CBS News: CBS News… https://t.co/4KyBB3YpVN,,,Mumbai,Mumbai| Flood| India| CBS News| CBS,"[19.0759837,72.8776559][37.2923509,-78.73278][20.593684,78.96288][40.769262,-73.989637][]"
2017-09-03 23:52:07,India_Blogger,"#Google.org commits $1mn for flood victims in #India, Nepal https://t.co/aqDf8rtlPB https://t.co/tq2O5HeEaA",,,India,Nepal,"[28.394857,84.124008]"
2017-09-03 23:49:26,subhash77niul,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,,RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 23:45:58,ahmadzia04,"RT @kamaalrkhan: Bihar Minister Lallan Singh said that deadly flood came in Bihar coz of rats. By GOD, he has proved by his statement that…",,,"London, England",RT| Lallan Singh| Bihar| GOD,"[19.090552, 72.8997843][25.0960742,85.3131194][47.69423159999999, 19.140119]"
2017-09-03 23:45:46,nellorepalnati,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,,RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 23:38:01,win_yannaing,"RT @EiShweZinMon2: More and more refugees flood into Sittwe, Rakhine
#Rakhine #Myanmar #Burma
@UN 
@YangheeLeeSKKU 
@KofiAnnan 
@cnni 
@eu_…",,,Myanmar,RT| Sittwe| Rakhine| Burma| KofiAnnan,"[20.1527657,92.8676861][19.810093,93.9878427][21.916221, 95.955974][46.22, 6.14]"
2017-09-03 23:35:17,sibu_57957,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,delhi,RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 23:31:59,bharati_kishore,RT @ShahnawazBJP: Thank you PM @narendramodi ji for personally visiting flood affected areas in Bihar &amp; announcing Rs. 500 cr towards relie…,,,"Arwal,Bihar",RT| Bihar,"[25.0960742,85.3131194]"
2017-09-03 23:27:08,KoriGonzales4,RT @hiht2: bihar flood https://t.co/SYGnGHRTmH via @milaapdotorg,,,,RT,
2017-09-03 23:22:33,India_Blogger,"#Google.org commits $1mn for flood victims in #India, Nepal https://t.co/jiuZeGoKZb https://t.co/lcfxwA4CvE",,,India,Nepal,"[28.394857,84.124008]"
2017-09-03 23:13:57,ItsChino__,RT @sixmau: Other places are flooding too. India and other parts of Asia just got hit with a terrible flood. Don't be ignorant https://t.co…,,,,RT| India| Asia,"[20.593684,78.96288][34.047863,100.6196553]"
2017-09-03 23:12:16,Abbasud54622922,RT @abbasuddinmunna: Flood effect my village surjadas dist Karim gang https://t.co/6zIrOrG0L7,,,,RT| Karim,"[40.7664087, -73.9885438]"
2017-09-03 23:08:44,vpatkar10,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,India,RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 22:45:11,damilaara,RT @sixmau: Other places are flooding too. India and other parts of Asia just got hit with a terrible flood. Don't be ignorant https://t.co…,,,n.ldn // lei,RT| India| Asia,"[20.593684,78.96288][34.047863,100.6196553]"
2017-09-03 22:37:04,mumbai24X7,@mumbai24x7 Mumbai needs to restore flood plains of its rivers at the earliest - Hindustan… https://t.co/a4d9H3w1rK,,,Mumbai,Mumbai,"[19.0759837,72.8776559]"
2017-09-03 22:37:02,mumbai24X7,@mumbai24x7 How Mumbai flood nudges a corporate boss - Economic Times: Economic Times How… https://t.co/VhhVce4YbP,,,Mumbai,How Mumbai,"[19.0369117, 73.0128864]"
2017-09-03 22:37:02,mumbai24X7,@mumbai24x7 Mumbai paralyzed as Flood in India kills more than 1000 - CBS News: CBS News… https://t.co/jHk9XcL48N,,,Mumbai,Mumbai| Flood| India| CBS News| CBS,"[19.0759837,72.8776559][37.2923509,-78.73278][20.593684,78.96288][40.769262,-73.989637][]"
2017-09-03 22:31:09,Thekitabwala,Bengaluru: A flood of plans after the deluge! https://t.co/OPoO8gfiTR,,,"Kanpur, India",Bengaluru,"[12.9715987,77.5945627]"
2017-09-03 22:23:52,s_kpatel,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,"Darwin, Northern Territory",RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 22:22:37,India_Blogger,"#Google.org commits $1mn for flood victims in #India, Nepal https://t.co/8G73rj7y7l https://t.co/ouKdwAXCmv",,,India,Nepal,"[28.394857,84.124008]"
2017-09-03 22:20:57,yash14411,I liked a @YouTube video https://t.co/mVCsjUvM7c Paladins - Summer Chest for Houston Flood Relief (September 1st - 4th),,,India,YouTube| Summer Chest| Houston Flood Relief,"[33.976817,-118.407293][][29.8434836,-95.4094996]"
2017-09-03 22:20:36,Bhavin7795,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,Ahmedabad - Edinburgh,RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 22:14:02,Retweet_wala,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,e gola me hi rahta hun,RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 22:09:10,OoWinnoo,"RT @ElevenMyanmar: More and more refugees flood into Sittwe, Rakhine
#Rakhine #Myanmar #Burma https://t.co/TH2so42luL",,,Myanmar,RT| Sittwe| Rakhine,"[20.1527657,92.8676861][19.810093,93.9878427]"
2017-09-03 22:07:34,kalyanmannuru,"People are using social media to offer food, shelter and Netflix to flood victims in Mumbai https://t.co/lQ4w75gJQ7 https://t.co/wXBvgWsok3",,,"Hyderabad, India",Netflix| Mumbai,"[37.259585,-121.962695][19.0759837,72.8776559]"
2017-09-03 21:55:14,alicia_k95,@sightaylorrr I just mean you'd think it'd be more gradual or have happened when the flood first started days ago. Seemed oddly abrupt,,,MA,Seemed,"[53.5372078, -2.1023141]"
2017-09-03 21:52:00,rajand89,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,India,RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 21:43:43,theKristiB,RT @WmScottBlair: Kitten Saved! This Guy Found the Kitty Crying Under Hood of Car Stuck In Flood Waters... https://t.co/V4zqXqEdSk @theKris…,,,,RT| Kitten| Kitty Crying| Hood| Car Stuck| Flood Waters,"[50.7069722, -1.1653189][][32.4296296, -97.8286368][][45.0114736,-83.7951444]"
2017-09-03 21:35:06,Abhinair86,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,,RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 21:34:21,_Indian_Tiger_,RT @ajaykumar2697: @Awadhesh781962 @ramashankarbk @satishchoubey7 @BJPAbhi1 @The_identity7 @Indiaaakash @M108P @NyolOnline @kapil9994 @megh…,,,"New Delhi, India",RT,
2017-09-03 21:30:52,4589roger,"RT @bhttrpradip: Flood in South Asia (Nepal, Bangladesh and India) 
Storm of Hong Kong  and US
Mudslide of Switzerland... When #world will…",,,Wales,RT| South Asia| Nepal| Bangladesh| India| Hong Kong| US Mudslide| Switzerland,"[25.03764,76.4563087][28.394857,84.124008][23.684994,90.356331][20.593684,78.96288][][39.6300628, -106.3699846][46.818188, 8.227511999999999]"
2017-09-03 21:29:28,fuebagvehol1986,RT @AJAYHPCL: flood terror terroist &amp;above all that china ka border pe locha ?whats going on in india,,,,RT,
2017-09-03 21:27:22,nkc47str,"New story on NPR: As Flood Recovery Starts In Houston, Many Go Back To Church https://t.co/ZidHfyJdd7",,,India,New| Flood Recovery Starts| Houston| Many Go Back To Church,"[41.8876736,-87.6236084][][29.7604267,-95.3698028][]"
2017-09-03 21:19:30,ckkrisshnakumar,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,"London, UK",RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 21:18:40,tevet,RT @WmScottBlair: Kitten Saved! This Guy Found the Kitty Crying Under Hood of Car Stuck In Flood Waters... https://t.co/V4zqXqEdSk @theKris…,,,"Oregon, USA",RT| Kitten| Kitty Crying| Hood| Car Stuck| Flood Waters,"[50.7069722, -1.1653189][][32.4296296, -97.8286368][][45.0114736,-83.7951444]"
2017-09-03 21:17:02,mumbai24X7,@mumbai24x7 How Mumbai flood nudges a corporate boss - Economic Times: Economic Times How… https://t.co/22DCmjJa1L,,,Mumbai,How Mumbai,"[19.0369117, 73.0128864]"
2017-09-03 21:17:00,mumbai24X7,@mumbai24x7 Mumbai needs to restore flood plains of its rivers at the earliest - Hindustan… https://t.co/8D00xxp0Bw,,,Mumbai,Mumbai,"[19.0759837,72.8776559]"
2017-09-03 21:16:59,mumbai24X7,@mumbai24x7 Mumbai paralyzed as Flood in India kills more than 1000 - CBS News: CBS News… https://t.co/DKPcyTaVpU,,,Mumbai,Mumbai| Flood| India| CBS News| CBS,"[19.0759837,72.8776559][37.2923509,-78.73278][20.593684,78.96288][40.769262,-73.989637][]"
2017-09-03 21:14:51,jajabor1958,RT @jajabor1958: Mumbai flood: Can't control nature but we haven't moved an inch says HC on Mumbai floods https://t.co/1HIi1dJhDN,,,"Mumbai, India. ",RT| Mumbai,"[19.0759837,72.8776559]"
2017-09-03 21:13:10,vigilant_Amey,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,"Göttingen, Germany",RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 21:12:14,PIYUSH4BJP,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,,RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
2017-09-03 21:11:25,ishaqkhan1967,"RT @milligazette: Over 12 million children in flood-hit India urgently need life-saving support, says UNESCO; Modi govt unmoved https://t.c…",,,"Islamabad, Pakistan",RT| UNESCO| Modi,"[40.7505722, -73.9697511][24.5855899,73.977126]"
2017-09-03 21:05:03,being_tiger_,RT @AskAnshul: China didn't share monsoon river data this year. PM Modi must raise it in BRICS. Won't be surprised if China behind flood in…,,,"New Delhi, India.",RT| China| PM Modi| BRICS| China,"[35.86166,104.195397][17.4289427,78.4874925][][35.86166,104.195397]"
