lat,lon
27.9490794,80.7824012
11.2343498,77.7786879
28.4141538,77.0659348
56.130366,-106.346771
40.769262,-73.989637
37.184829,-76.573053
37.2923509,-78.73278
26.2599654,92.2630393
7.369722,12.354722
19.1694988,72.9584612
26.2001889,78.132578
40.7398961,-111.9509441
13.7442881,100.5298979
42.4019827,-82.1696474
37.2923509,-78.73278
20.9516658,85.0985236
28.6337606,77.2407167
42.4772842,-83.2457713
43.1240448,-89.3499345
29.6931968,-95.5222259
37.2923509,-78.73278
26.2599654,92.2630393
27.4684518,94.9019129
24.3454739,71.7622481
23.8493246,72.1266255
22.258652,71.1923805
37.2923509,-78.73278
32.9567043,-94.9974461
24.3454739,71.7622481
22.258652,71.1923805
36.204824,138.252924
21.0277644,105.8341598
24.3454739,71.7622481
24.3454739,71.7622481
37.3710459,-122.0472429
31.3263578,-89.3343513
43.69318,-79.692312
41.293229,-74.1647862
22.258652,71.1923805
22.258652,71.1923805
56.130366,-106.346771
43.69318,-79.692312
41.293229,-74.1647862
22.258652,71.1923805
24.3454739,71.7622481
24.3454739,71.7622481
38.1883894,23.8499168
37.2923509,-78.73278
21.916221,95.955974
40.59119,-112.4746246
37.8697868,-122.300843
24.3454739,71.7622481
37.184829,-76.573053
37.184829,-76.573053
37.2923509,-78.73278
22.2865721,70.8015519
24.2044078,78.3677933
8.5665135,76.9210312
29.6931968,-95.5222259
26.124917,91.786714
22.258652,71.1923805
24.3454739,71.7622481
37.184829,-76.573053
19.1694988,72.9584612
37.184829,-76.573053
37.184829,-76.573053
37.184829,-76.573053
37.184829,-76.573053
24.3454739,71.7622481
20.9516658,85.0985236
37.184829,-76.573053
37.184829,-76.573053
23.020036,72.5312802
24.3454739,71.7622481
20.9516658,85.0985236
37.184829,-76.573053
37.184829,-76.573053
28.6924685,-81.3850167
24.3454739,71.7622481
24.3454739,71.7622481
37.184829,-76.573053
22.7117325,88.3354478
22.4753014,88.4227239
37.2923509,-78.73278
40.09083,-88.1907264
29.6931968,-95.5222259
37.184829,-76.573053
37.2923509,-78.73278
22.258652,71.1923805
11.3739886,-86.0131066
20.593684,78.96288
38.3676239,-76.4482849
37.184829,-76.573053
37.184829,-76.573053
37.184829,-76.573053
37.184829,-76.573053
37.184829,-76.573053
20.9516658,85.0985236
37.184829,-76.573053
42.1877235,-88.1840088
12.9715987,77.5945627
32.7780031,-96.8143196
28.35394,77.779065
41.293229,-74.1647862
22.258652,71.1923805
24.3454739,71.7622481
24.3454739,71.7622481
24.3454739,71.7622481
18.5200474,73.8514859
24.3454739,71.7622481
22.258652,71.1923805
28.5784534,77.3195167
22.258652,71.1923805
29.6931968,-95.5222259
24.3454739,71.7622481
24.3454739,71.7622481
29.9930952,78.2015258
29.6931968,-95.5222259
33.85977,-84.173
28.6633975,77.2249779
22.258652,71.1923805
23.8063156,72.3843867
43.69318,-79.692312
41.293229,-74.1647862
22.258652,71.1923805
22.274476,70.80037
47.1575034,-122.298516
24.3454739,71.7622481
18.5200474,73.8514859
29.9930952,78.2015258
41.293229,-74.1647862
22.258652,71.1923805
22.258652,71.1923805
22.258652,71.1923805
15.656563,80.009474
24.3454739,71.7622481
40.7498855,-73.9732202
13.7442881,100.5298979
10.5211329,76.2165979
22.258652,71.1923805
24.5063838,72.0258406
35.575054,-86.192688
41.409545,-82.734309
10.5211329,76.2165979
35.575054,-86.192688
41.409545,-82.734309
10.5211329,76.2165979
22.258652,71.1923805
37.2923509,-78.73278
20.9516658,85.0985236
28.6337606,77.2407167
27.9490794,80.7824012
22.258652,71.1923805
37.2923509,-78.73278
44.8760592,-91.9292772
24.3454739,71.7622481
23.8493246,72.1266255
35.575054,-86.192688
41.409545,-82.734309
11.0078577,76.9648165
39.674007,-90.0216254
26.124917,91.786714
26.4678238,92.4725052
37.2923509,-78.73278
44.8760592,-91.9292772
29.6931968,-95.5222259
25.8768131,82.8890159
22.258652,71.1923805
22.258652,71.1923805
29.6931968,-95.5222259
19.1305472,73.0137098
24.3454739,71.7622481
25.8768131,82.8890159
22.258652,71.1923805
24.3454739,71.7622481
29.6931968,-95.5222259
24.3454739,71.7622481
22.258652,71.1923805
24.3454739,71.7622481
29.6931968,-95.5222259
27.9490794,80.7824012
37.2923509,-78.73278
44.8760592,-91.9292772
23.8063156,72.3843867
24.3454739,71.7622481
37.2923509,-78.73278
44.8760592,-91.9292772
26.9454877,-82.032836
26.2006043,92.9375739
24.3454739,71.7622481
22.258652,71.1923805
29.6931968,-95.5222259
24.3454739,71.7622481
28.6924685,-81.3850167
22.258652,71.1923805
24.3454739,71.7622481
