lat,lon
24.8614622,67.0099388
28.4907332,65.0957792
29.7604267,-95.3698028
29.7604267,-95.3698028
50.8163523,5.669093
29.7303278,-95.4346238
37.6213029,-77.5565235
39.225013,-90.9220472
35.575054,-86.192688
28.394857,84.124008
20.2762659,73.0083061
25.5832852,85.0975657
25.0960742,85.3131194
25.2372834,88.7830612
25.5832852,85.0975657
25.0960742,85.3131194
29.7604267,-95.3698028
36.1295381,-115.1725684
35.4955931,135.7466439
39.225013,-90.9220472
41.8876736,-87.6236084
41.8876736,-87.6236084
29.7303278,-95.4346238
33.8679819,-117.9333757
29.7303278,-95.4346238
40.7637545,-73.9828345
36.8410586,-87.460397
25.5832852,85.0975657
25.0960742,85.3131194
25.3715308,88.556531
28.394857,84.124008
39.225013,-90.9220472
41.483256,-81.58966
29.7604267,-95.3698028
28.394857,84.124008
29.7604267,-95.3698028
37.2923509,-78.73278
29.9035387,-90.0772944
38.5685023,-89.9616325
37.2923509,-78.73278
29.9035387,-90.0772944
38.5685023,-89.9616325
41.483256,-81.58966
29.7604267,-95.3698028
39.225013,-90.9220472
45.3799612,-110.6819336
29.7604267,-95.3698028
29.7604267,-95.3698028
39.225013,-90.9220472
41.483256,-81.58966
29.7604267,-95.3698028
39.225013,-90.9220472
29.9035387,-90.0772944
36.1295381,-115.1725684
29.9035387,-90.0772944
36.1295381,-115.1725684
29.9035387,-90.0772944
36.1295381,-115.1725684
19.1618242,72.936538
40.4830248,-74.459239
22.258652,71.1923805
49.8988272,36.1931639
39.225013,-90.9220472
39.225013,-90.9220472
39.225013,-90.9220472
39.225013,-90.9220472
7.369722,12.354722
25.0960742,85.3131194
25.0960742,85.3131194
29.7303278,-95.4346238
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
37.2923509,-78.73278
30.7202231,76.7580467
13.0826802,80.2707184
33.9193653,-118.128779
25.5832852,85.0975657
25.0960742,85.3131194
34.162526,-112.8507374
48.2004388,-114.3383244
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
32.3864393,-94.6572339
25.5832852,85.0975657
25.0960742,85.3131194
26.1445169,91.7362365
26.209356,78.171977
26.2006043,92.9375739
25.0960742,85.3131194
24.5794505,73.7243798
8.516061,76.951041
58.279074,22.5447629
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
26.1445169,91.7362365
39.0086287,-109.5613343
29.6931968,-95.5222259
37.2923509,-78.73278
34.0388381,-118.387957
29.7604267,-95.3698028
25.5832852,85.0975657
11.4064138,76.6932438
25.0960742,85.3131194
25.0960742,85.3131194
48.2004388,-114.3383244
7.369722,12.354722
25.0960742,85.3131194
25.0960742,85.3131194
37.2923509,-78.73278
29.7604267,-95.3698028
25.5971249,85.1431498
25.6100802,85.1284674
25.5832852,85.0975657
25.0960742,85.3131194
25.0960742,85.3131194
21.1702401,72.8310607
41.76531,-87.5856422
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
26.2729449,-80.2610117
30.2665338,-97.7456786
28.5837519,77.250053
7.369722,12.354722
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
25.5832852,85.0975657
25.0960742,85.3131194
39.9167783,-75.387693
25.5832852,85.0975657
25.0960742,85.3131194
52.0231644,0.2397051
30.4580912,-97.6741862
43.5313321,5.4474327
43.6262737,-79.6800893
25.5832852,85.0975657
25.0960742,85.3131194
53.879094,19.9234589
28.4756997,77.0395536
37.2923509,-78.73278
39.225013,-90.9220472
41.4954304,-81.6867356
29.7604267,-95.3698028
26.436854,80.289822
12.928589,77.636142
38.4987553,-90.3119306
29.7604267,-95.3698028
33.7578836,-84.3947831
26.1445169,91.7362365
25.0960742,85.3131194
29.9035387,-90.0772944
29.7604267,-95.3698028
29.7604267,-95.3698028
29.8055453,-95.4524662
41.0272149,-73.5513974
26.209356,78.171977
26.2006043,92.9375739
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
29.7604267,-95.3698028
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
25.0960742,85.3131194
46.8852,-56.3159
25.6101359,85.1642169
29.7604267,-95.3698028
37.2923509,-78.73278
20.3893155,72.9106202
41.0272149,-73.5513974
38.4987553,-90.3119306
26.1445169,91.7362365
7.369722,12.354722
25.0960742,85.3131194
13.0687819,80.2705181
29.7604267,-95.3698028
29.7604267,-95.3698028
29.7604267,-95.3698028
25.0960742,85.3131194
39.225013,-90.9220472
29.7604267,-95.3698028
42.5466225,-83.2096
39.225013,-90.9220472
29.9035387,-90.0772944
41.8876736,-87.6236084
29.9035387,-90.0772944
-27.2072349,153.1133117
25.8629679,85.7810263
25.0960742,85.3131194
25.6116928,85.1199902
13.0826802,80.2707184
41.8876736,-87.6236084
22.7622797,75.8720146
26.2006043,92.9375739
47.5928043,-92.5868151
22.4921392,88.3192236
25.6116928,85.1199902
13.0826802,80.2707184
41.8876736,-87.6236084
25.0960742,85.3131194
40.703295,-74.0110306
22.6813432,88.4754532
26.1445169,91.7362365
28.394857,84.124008
23.684994,90.356331
38.4987553,-90.3119306
40.561196,-74.383092
13.0826802,80.2707184
38.813668,-77.043379
37.5014653,-122.2139997
26.1445169,91.7362365
25.0960742,85.3131194
24.5794505,73.7243798
8.516061,76.951041
58.279074,22.5447629
41.0272149,-73.5513974
19.113568,72.8938647
41.0272149,-73.5513974
40.7731855,-73.9798031
37.09024,-95.712891
52.2101841,0.1171632
26.1445169,91.7362365
26.1445169,91.7362365
13.0687819,80.2705181
7.369722,12.354722
25.0960742,85.3131194
25.0960742,85.3131194
29.7604267,-95.3698028
42.3949355,-71.1217516
37.2923509,-78.73278
11.744699,79.7680243
30.375321,69.345116
43.6101592,-116.7831959
26.1445169,91.7362365
36.1295381,-115.1725684
35.232214,-97.48176
38.885686,-77.0187773
26.855001,80.946268
51.4470923,-2.610596
30.133923,77.293125
37.5014653,-122.2139997
26.0917422,87.9383822
22.5566986,88.3551554
30.133923,77.293125
37.5014653,-122.2139997
29.7751825,-95.3102505
-15.8270369,-49.8362237
38.5686072,-121.4967763
8.5809013,13.914399
34.0277641,-118.47395
13.0826802,80.2707184
39.1748775,-84.4442418
38.4987553,-90.3119306
15.0979,145.6739
29.9035387,-90.0772944
54.5259614,-105.2551187
40.5801287,-105.0498879
41.6086418,-70.486439
42.60315,-89.653173
37.2923509,-78.73278
33.8065353,-117.9116745
38.813668,-77.043379
47.6942316,19.140119
42.3343275,-83.0403684
36.8410586,-87.460397
39.225013,-90.9220472
29.7604267,-95.3698028
31.9685988,-99.9018131
22.7622797,75.8720146
29.9035387,-90.0772944
26.1445169,91.7362365
29.7604267,-95.3698028
29.7604267,-95.3698028
13.0826802,80.2707184
40.7954411,-77.8590112
22.7622797,75.8720146
36.1295381,-115.1725684
39.225013,-90.9220472
38.4987553,-90.3119306
33.2990406,-85.1479364
53.4636889,-2.2914568
37.2923509,-78.73278
19.2293367,-69.6125192
53.4636889,-2.2914568
38.9418322,-118.7818
26.209356,78.171977
37.2923509,-78.73278
37.2923509,-78.73278
