created-at,username,text,geo-loc,place-bbox,usr-loc,extr-places,extr-latlon
2017-09-07 23:56:32,paranoid_mrs,@40BlocksUnder @HoppyRog @jam819 @msbrowntatum @HomeDepot You are aware that many cities I'm TX were told that ther… https://t.co/QMuRH70UkW,,,ha ,HoppyRog,[]
2017-09-07 23:41:50,FaisalAPTI,"RT @RisingKashmir: RK Editorial | Dredging drag
#Kashmir #IFC #flood #Jhelum 
https://t.co/PLXkryZD4s",,,SouthEastAsia,RT| Jhelum,"[32.9405479, 73.72762929999999]"
2017-09-07 23:41:42,RisingKashmir,"RK Editorial | Dredging drag
#Kashmir #IFC #flood #Jhelum 
https://t.co/PLXkryZD4s",,,India,RK Editorial| Jhelum,"[][32.9405479, 73.72762929999999]"
2017-09-07 23:29:41,KaranRitesh,RT @SunjoyJ: #DejaVu that sinking feeling - will India's #SolarDreams repeat the thermal UMPP blunders? https://t.co/bL79A83JHl,,,Bengaluru,RT| India| UMPP,"[20.593684,78.96288][48.823362, 2.352693]"
2017-09-07 22:56:18,theassamtribune,Jharkhand CM contributes Rs 5 cr as flood relief - Assam Tribune https://t.co/yv54SNG75n,,,"Guwahati,Assam,India",Jharkhand CM| Assam Tribune,"[23.3868359, 85.3159658][27.4684518,94.9019129]"
2017-09-07 22:55:01,samratshantanu4,"Demonetization Failed,Trains Derailed,GDP Crashed,Innocent killed,farmer's died,bihar-up flood 800 died.#BlockNarendraModi #jailmodi",,"[[[84.869323, 23.00583], [85.902043, 23.00583], [85.902043, 23.715039], [84.869323, 23.715039]]]","Ranchi, India",Demonetization Failed| Trains Derailed| GDP Crashed| Innocent,"[][][][51.5265205, -0.2149479]"
2017-09-07 22:51:02,BDnews,Bangladesh Protests Landmines on Myanmar Border as 146000 Refugees Flood In - TIME https://t.co/9O8U1wJX2T #Bangladesh,,,Bangladesh,Myanmar Border| TIME,"[19.7138856, 98.6266716][40.75608649999999, -73.9901118]"
2017-09-07 22:40:21,hashahmedabad,Slew of paroles to help flood victims - Times of India https://t.co/8rWJzJfdGY #Ahmedabad #News,,,"Ahmedabad , Gujarat ",Slew| India,"[29.5542439, -98.4031382][20.593684,78.96288]"
2017-09-07 22:35:19,BDeshbot,RT @BDnews: Bangladesh Protests Landmines on Myanmar Border as 146000 Refugees Flood In - TIME https://t.co/FtLTSxmtUF #Bangladesh,,,Bangladesh,RT| Myanmar Border| TIME,"[19.7138856, 98.6266716][40.75608649999999, -73.9901118]"
2017-09-07 22:34:09,hasem58141454,RT @BDnews: Bangladesh Protests Landmines on Myanmar Border as 146000 Refugees Flood In - TIME https://t.co/FtLTSxmtUF #Bangladesh,,,"New York, NY",RT| Myanmar Border| TIME,"[19.7138856, 98.6266716][40.75608649999999, -73.9901118]"
2017-09-07 22:30:31,NewsAssam,"Heavy rain predicted for flood-hit Assam, Bihar makes slow recovery - The Indian Express https://t.co/Rk7aWuIDlg #Assam",,,"Guwahati, Assam",Heavy| Bihar| Indian Express,"[13.6950966,100.6477906][25.0960742,85.3131194][28.5875094,77.3317488]"
2017-09-07 22:29:57,CARusoClassics,https://t.co/5dKgGFEySD And more to come from FL?,,,MA,FL,"[27.6648274, -81.5157535]"
2017-09-07 22:23:13,FazleAzim2,Make flood insurance reflect actual risk https://t.co/xsvatND2SP,,,"Dhaka, Bangladesh",Make,"[44.9770584,-93.2688474]"
2017-09-07 22:10:38,VinodInsa20,RT @MSGFanClubUP: Dera followers provided relief &amp; rescue while Uttrakhand flood affected area! #RamRahimSingh #WeSupportMSG https://t.co/s…,,,"मुज़फ़्फ़रनगर, भारत",RT| Uttrakhand| WeSupportMSG,"[30.066753,79.0192997][]"
2017-09-07 22:02:37,NirmitJain3,"RT @UPGovt: Relevant orders have been issued by #UPGovt to DMs of flood affected districts: Principal Secretary, Revenue &amp; Relief, Dr. Rajn…",,,"उत्तर प्रदेश, भारत",#,
2017-09-07 21:52:09,modis_feed,RT @sarbanandsonwal: Grateful to CM @dasraghubar ji &amp; Jharkhand Govt for contributing Rs 5 cr for flood relief. Received cheque from L Mara…,,,India,RT| CM| Jharkhand Govt,"[7.369722,12.354722][24.1077832, 87.3114583]"
2017-09-07 21:40:29,nishantnyr,"We’re constructing cities and flood protections based on the climate of the past, not the conditions of the future. https://t.co/yxPc2jlbE5",,,"New Delhi, India",,[]
2017-09-07 21:40:02,theassamtribune,Jharkhand CM contributes Rs 5 cr as flood relief - Assam Tribune https://t.co/gE4hwaD5A7,,,"Guwahati,Assam,India",Jharkhand CM| Assam Tribune,"[23.3868359, 85.3159658][27.4684518,94.9019129]"
2017-09-07 21:36:31,FoysalIslamT,How to Save Your Photos After a Flood https://t.co/EQ4HdUJC6U https://t.co/SDCwVwxtG5,,,"Dhaka, Bangladesh",,[]
